,target,clean_text
1331,ham,good morn plz call sir 
1332,ham,ok lar u sleep earli nite 
1333,ham,oh icic k lor den meet day 
1334,ham,oh half hour much longer syria canada eh wow must get much work done day us extra time grin 
1335,ham,sometim put wall around heartsnot safe get hurt find care enough break wall amp get closer goodnoon 
1336,ham,sweet may may go 4u meet carlo gaug patti interest 
1337,ham,buy today �� need c meh 
1338,ham,aight sorri take ten year shower what plan 
1339,ham,everi mondaynxt week vl complet 
1340,ham,might ax well im 
1341,ham,chill anoth 6hr could sleep pain surgic emerg see unfold okay 
1342,ham,yeah ill tri scroung someth 
1343,ham,crazi ar he marri �� like gd look guy fren like say he korean leona fave dun thk aft think mayb prob ill go 
1344,ham,somewher fredericksburg 
1345,ham,que pase un buen tiempo someth like 
1346,ham,ok stay night xavier sleep bag im get tire 
1347,ham,doesnt need test 
1348,ham,noth much chillin home super bowl plan 
1349,spam,free2day sexi st georg day pic jordantxt pic 89080 dont miss everi wk sauci celeb4 pic c pocketbabecouk 0870241182716 �3wk 
1350,ham,bugi oso near wat 
1351,ham,yo there class tmrw right 
1352,ham,let ur heart ur compass ur mind ur map ur soul ur guid u never loos worldgnun sent via way2smscom 
1353,ham,goodnight sleep well da pleas take care pa pleas 
1354,ham,baaaaab misss youuuuu go teach class 5 
1355,ham,convey regard 
1356,ham,u ned convinc tht possibl witot hurt feel main 
1357,ham,good afternoon loverboy goe day luck come way think sweeti send love across sea make smile happi 
1358,ham,start send blackberri torch nigeria find buyer melik 4a month tell dad buy bb anyon oh 
1359,ham,ltgt pple marri lover becz hav gud undrstndng dat avoid problem sent di 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnd ltgt min whn u read 
1360,ham,yo dude guess got arrest day 
1361,ham,shuhui say chang 2 suntec steamboat u noe r u 
1362,ham,danc river 
1363,ham,yetund im sorri moji seem busi abl go shop pleas find way get want us get pleas forgiv repli free via yahoo messeng 
1364,ham,hey realli pretti late want go lesson first join im reach tp mrt 
1365,spam,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k 
1366,ham,bbq sat mine 6ish ur welcom 2 come 
1367,ham,dont know thing that wrong everyso often panick start goin bout bein good enough �� 
1368,ham,alright im outhav good night 
1369,ham,tri make anoth butt 
1370,ham,hope feel great pl fill abiola 
1371,ham,though shd go n fun bar town someth ��� sound ok 
1372,ham,1 go write msg 2 put dictionari mode 3cover screen hand 4press ltgt 5gentli remov ur hand interest 
1373,spam,bear pic nick tom pete dick fact type tri gay chat photo upload call 08718730666 10pmin 2 stop text call 08712460324 
1374,spam,500 new mobil 2004 must go txt nokia 89545 collect todayfrom �1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction 
1375,ham,final readi fyi 
1376,ham,aunti huai juan never pick phone 
1377,spam,doubl min doubl txt 12 price linerent latest orang bluetooth mobil call mobileupd8 latest offer 08000839402 call2optoutlf56 
1378,ham,ya tel wat ur problem 
1379,spam,1 nokia tone 4 ur mob everi week txt nok 87021 1st tone free get txtin tell ur friend 150ptone 16 repli hl 4info 
1380,ham,dnt wnt tlk wid u 
1381,ham,spend day wait ideal path appear front us forget path made walk wait goodnight 
1382,ham,ok arm feel weak cuz got shot go anoth time 
1383,ham,pleas reserv ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei alreadi see netno ticket availablei want book ticket tackl 
1384,ham,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moralon 4get name person 
1385,ham,that ok pop ask bout someth said youd around tonght wen girl come 
1386,ham,e best 4 ur exam later 
1387,ham,hope ur head doesnt hurt 2 much plough way pile iron stay chinki tonight come round like 
1388,ham,oh ki think wi nz player unsold 
1389,ham,haha got fast lose weight thk muz go 4 month den got effect geelat go aust put bk e weight 
1390,ham,wonder got onlin love gone net cafe get phone recharg friend net think boytoy 
1391,ham,haha kid papa need drug 
1392,ham,thk shld b ya wana go 4 lesson haha go one whole stretch 
1393,ham,oh ok 
1394,ham,r still meet 4 dinner tonight 
1395,ham,that cool gentleman treat digniti respect 
1396,ham,shall start hear 
1397,ham,wait 4 u lor need 2 feel bad lar 
1398,ham,check got detail messag 
1399,ham,regist sinco paye log icicibankcom enter urn ltgt confirm bewar fraud share disclos urn anyon 
1400,ham,decid peopl care stuff vote care stuff loser 
1401,ham,kaiez enjoy ur tuition gee thk e second option sound beta ill go yan jiu den msg u 
1402,ham,regist sinco paye log icicibankcom enter urn ltgt confirm bewar fraud share disclos urn anyon 
1403,ham,cool fun practic make babi 
1404,ham,actual get readi leav hous 
1405,ham,kkani special today 
1406,spam,urgent import inform o2 user today lucki day 2 find log onto httpwwwurawinnercom fantast surpris await 
1407,ham,gotta 
1408,ham,ive got ten buck jay noncomitt 
1409,ham,hungri 
1410,ham,pl speak custom machan 
1411,ham,somewher beneath pale moon light someon think u dream come true goodnit amp sweet dream 
1412,ham,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da 
1413,spam,dear uve invit xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yr 
1414,ham,wat ur opinion abt abt charact 
1415,ham,jay snicker tell x total fuck chord speak 
1416,ham,nofew hour beforew hair cut 
1417,ham,wonder co dun rem see silver car thk saw black one 
1418,ham,lmao take pic send 
1419,ham,speak feel word better silenc gud mrng 
1420,ham,she current scotland 
1421,ham,work week 
1422,spam,congratul ur award either �500 cd gift voucher free entri 2 �100 weekli draw txt music 87066 tnc wwwldewcom 1 win150ppmx3age16 
1423,ham,lol great im get hungri 
1424,ham,ye saw messag 
1425,ham,ill mu like ltgt second 
1426,ham,ok 
1427,ham,thing r good thanx got exam march ive done revis fran still boyf ive gotta interviw 4 exet bit worriedx 
1428,ham,tell make littl spreadsheet track whose idea smoke determin smoke much entir month februari 
1429,spam,sale arsen dartboard good condit doubl trebl 
1430,ham,dont look back build coat dont want get sick hurri home wear coat gym 
1431,ham,pain person thought alway tri keep everybodi happi time nobodi recognis alon 
1432,ham,thank love wish rock 
1433,ham,intrepid duo great time see soon 
1434,ham,ask sen come chennai search job 
1435,ham,dad went oredi 
1436,ham,ju hope true missin co im realli missin havent done anyth feel guilti yet 
1437,ham,wat late still earli mah juz go 4 dinner lor aiya dunno 
1438,ham,arm fine how cardiff uni 
1439,ham,fact leav think addi goe back school tue wed 
1440,ham,cool breez bright sun fresh flower twitter bird wait wish u goodmorn amp nice day 
1441,ham,yago restaur 
1442,ham,ok askd u knw tht 
1443,spam,free 1st week entri 2 textpod 4 chanc 2 win 40gb ipod �250 cash everi wk txt pod 84128 tsc wwwtextpodnet custcar 08712405020 
1444,ham,duck chinchilla 
1445,ham,marriag function 
1446,ham,look like u wil b get headstart im leav bout 230ish u r desper compani could head earlierw goin meet rummer 
1447,ham,don���t give fli monkey wot think certainli don���t mind friend mine 
1448,spam,regist optin subscrib ur draw 4 �100 gift voucher enter receipt correct an 80062 what no1 bbc chart 
1449,ham,say thanks2 
1450,ham,msg rajini come 
1451,ham,ya � take ure practic lesson start june 
1452,ham,that good need drug 
1453,ham,stupidit possibl 
1454,ham,� decid faster co si go home liao 
1455,spam,summer final fanci chat flirt sexi singl yr area get match repli summer free 2 join optout txt stop help08714742804 
1456,ham,u sleep go take haha got spi wat onlin check n repli mail lor 
1457,spam,clair havin borin time alon u wanna cum 2nite chat 09099725823 hope 2 c u luv clair xx calls�1minmoremobsemspobox45po139wa 
1458,ham,fight world easi u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose 
1459,spam,bought one rington get text cost 3 pound offer tone etc 
1460,ham,yalru lyfu astn chikku bt innu mundh lyf ali halla ke bilo marriageprogram edha lyf nt yet ovr chikkuali vargu lyfu meow meowd 
1461,ham,kinda first one get twelv aah speak tomo 
1462,spam,09066362231 urgent mobil 07xxxxxxxxx �2000 bonu caller prize 020603 2nd attempt reach call 09066362231 asap 
1463,ham,ok good later come find � c lucki told � go earlier later pple take finish � 
1464,ham,wat make u thk ill fall actual thk im quit prone 2 fall lucki dad home ask come n fetch alreadi 
1465,spam,07801543489 guarante latest nokia phone 40gb ipod mp3 player �500 prize txt wordcollect no83355 tcllc nyusa 150pmt msgrcvd18 
1466,ham,account refil success inr ltdecimalgt keralacircl prepaid account balanc rs ltdecimalgt transact id kr ltgt 
1467,ham,wont touch permiss 
1468,spam,hi luci hubbi meetin day fri b alon hotel u fanci cumin pl leav msg 2day 09099726395 luci x calls�1minmobsmorelkpobox177hp51fl 
1469,ham,7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st ur love friendship good morn dear 
1470,ham,take small dose tablet fever 
1471,ham,oh u must taken real valentin shop first 
1472,ham,sent email ��� address incomm right 
1473,ham,gonna blake night might abl get littl earli 
1474,ham,friendship game play word say doesnt start march end may tomorrow yesterday today e 
1475,ham,nice waitshould text right im gonna pay ticket ya know 
1476,ham,im watch lotr w si di aft u wan 2 meet 4 dinner nite 
1477,ham,keep away like 
1478,ham,think far find check googl map place dorm 
1479,ham,trip ok quit tire lor uni start today ok 4 co im take modul ju concentr final yr project 
1480,ham,alway say welp 
1481,ham,im guy browsin compulsori 
1482,ham,ok 
1483,ham,puriti friendship two smile read forward messageit smile see name gud evng musthu 
1484,ham,sorri ill call later 
1485,ham,add dont realli care cant least get dude fuck hey money want 
1486,ham,hello lover goe new job happi think wake slave send teas kiss across sea 
1487,ham,told number gautham 
1488,ham,tell need investig anywher 
1489,ham,ok juz receiv 
1490,ham,cant believ said mani thing morn realli want say good morn love beauti morn see librari later 
1491,spam,account credit 500 free text messag activ txt word credit 80488 tc www80488biz 
1492,ham,end might still vomit okay everyth come 
1493,ham,moneya youmoney aint thinghow sha 
1494,ham,everyth weather keep extra warm cold noth seriou pl lot vitamin c 
1495,ham,hey gal anyon u go e drive centr tmr 
1496,ham,im alway yahoo messeng send messag ill get may send mobil mode sha ill get repli 
1497,ham,im put readi lttimegt 
1498,ham,time n smile r two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud noon 
1499,spam,sm ac jsco energi high u may know 2channel 2day ur leadership skill r strong psychic repli an wquestion end repli end jsco 
1500,ham,hostbas idp linux system 
1501,spam,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call 
1502,ham,dawhat plan 
1503,ham,ill ltgt ok 
1504,ham,oh god im almost home 
1505,ham,total video convert free download type googl search 
1506,spam,thank vote sing along star karaok mobil free link repli sing 
1507,ham,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da 
1508,ham,sound like someth someon test would sayi 
1509,ham,u love someon dont make love u much u love much dont want love anyon except gud nit 
1510,ham,petei phone still jenni colleg leannewhat 
1511,ham,oop sorri check dont mind pick tomo half eight station would ok 
1512,ham,hey sweet wonder moment might come want send file someon wont go yahoo connect suck rememb set page go download format disc could tell know way download big file download stuff directli internet help would great prey teas kiss 
1513,ham,how champ leav glasgow 
1514,ham,kall bestcongrat 
1515,ham,wonder youll get text 
1516,ham,need come home give good lovin 
1517,spam,brand new mobil music servic live free music player arriv shortli instal phone brows content top artist 
1518,ham,shall ask one thing dont mistak 
1519,ham,check wid corect spele ie sarcasm 
1520,spam,urgent mobil award �2000 bonu caller prize 10803 2nd attempt contact call 08714719523 box95qu bt nation rate 
1521,ham,angri happen dear 
1522,ham,thk u dun haf 2 hint e forum alreadi lor co told ron n darren go 2 tell shuhui 
1523,ham,yup ok thanx 
1524,ham,hict employe 
1525,ham,pl pl find aunt nike 
1526,ham,wow love sooo much know bare stand wonder day goe well love think miss 
1527,ham,scream mean shout 
1528,ham,hey happen de alright 
1529,ham,pick receipt someth earlier 
